구분,학교,직군,교육과정명,세부교육과정명,운영일정,수강 정보
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,T트랙 : 데이터 인사이트 전문가 과정,(2회차) 2026.08.10~2026.09.04,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,T트랙 : 데이터 인사이트 전문가 과정,(3회차) 2026.09.07~2026.10.02,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,T트랙 : 데이터 인사이트 전문가 과정,(4회차) 2026.10.12~2026.11.06,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,N트랙 : 협업 생산성 혁신 과정,(1회차) 2026.07.20~2026.08.14,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,N트랙 : 협업 생산성 혁신 과정,(2회차) 2026.08.10~2026.09.04,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,N트랙 : 협업 생산성 혁신 과정,(3회차) 2026.09.07~2026.10.02,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,N트랙 : 협업 생산성 혁신 과정,(4회차) 2026.10.12~2026.11.06,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,S트랙 : AI 심화 트랙,(1회차) 2026.09.23~2026.10.16,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,S트랙 : AI 심화 트랙,(2회차) 2026.10.19~2026.11.13,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,S트랙 : AI 심화 트랙,(3회차) 2026.11.09~2026.12.04,
AID 30+ 집중캠프,제주대학교,AI·디지털 융합,AI 융합 디지털 문제해결 전문가 과정,S트랙 : AI 심화 트랙,(4회차) 2026.11.23~2026.12.18,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(기초)
AI 마케팅 실무 부스트 캠프
",2026.6.1. ~ 2026.6.31 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(기초)
AI 마케팅 실무 부스트 캠프
",2026.6.15. ~ 2026.7.15 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(기초)
AI 마케팅 실무 부스트 캠프
",2026.7.1. ~ 2026.7.30 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(기초)
AI 마케팅 실무 부스트 캠프
",2026.8.1. ~ 2026.8.30 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(기초)
AI 마케팅 실무 부스트 캠프
",2026.8.15. ~ 2026.9.15,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(기초)
AI 마케팅 실무 부스트 캠프",2026.9.1. ~ 2026.9.30 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(기초)
AI 마케팅 실무 부스트 캠프",2026.10.1. ~ 2026.10.31 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(심화)
AI 마케팅 실무 부스트 캠프",2026.6.15 ~ 2026.7.15 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(심화)
AI 마케팅 실무 부스트 캠프",2026.7.1 ~ 2026.7.31 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(심화)
AI 마케팅 실무 부스트 캠프",2026.8.1. ~ 2026..8.31 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(심화)
AI 마케팅 실무 부스트 캠프",2026.8.15. ~ 2026..9.15 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(심화)
AI 마케팅 실무 부스트 캠프",2026..9.1 ~ 2026..9.30 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(심화)
AI 마케팅 실무 부스트 캠프",2026.10.1 ~ 2026.10.31 ,
AID 30+ 집중캠프,한국열린사이버대학교,마케팅,한국열린사이버대학교 AID 집중캠프,"(심화)
AI 마케팅 실무 부스트 캠프",2026.10.15 ~ 2026.11.15,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 사무·기획 자동화(생성형 AI의 이해),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 사무·기획 자동화(ChatGPT를 활용한 사무·기획 업무 자동화),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 사무·기획 자동화(Claude를 활용한 문서 분석 및 업무 자동화),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 사무·기획 자동화(Google 생태계 중심의 사무 자동화 및 서비스 구현),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 사무·기획 자동화(MCP와 n8n 기반 AI 워크플로우 자동화 실습),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 사무·기획 자동화(Claude Code 기반 AI 에이전트 구축),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 사무·기획 자동화(AI 에이전트 기반 업무 웹앱 제작),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 데이터 분석(생성형 AI 기반 데이터 분석 기초),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 데이터 분석(AI 기반 데이터 시각화 및 통계 분석),2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한남대학교,"사무·기획 자동화, 디지털, 국방, 도시 ",한남대학교 AI·D 30+ 집중캠프 사업,AI 활용 데이터 분석(생성형 AI 기반 데이터 분석 ) ,2026.01~2026.12 기간 내 상시 운영,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,1회 : 8.1- 10.2,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,2회 : 8.1 – 10.2,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,3회 : 8.10 – 10.11,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,4회 : 8.10 – 10.11,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,5회 : 8.18 – 10.19,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,6회 : 8.18 – 10.19,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,7회 : 10.1- 12.2,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,8회 : 10.1- 12.2,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,9회 : 10.12 – 12.13,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,생성형 AI를 활용한 서비스 기획,10회 : 10.12 – 12.13,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,AI 기반 서비스디자인 실전 워크숍,1회: 8.29 –10.29,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,AI 기반 서비스디자인 실전 워크숍,2회: 8.29 –10.29,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,AI 기반 서비스디자인 실전 워크숍,3회: 9.28 – 11.28,
AID 30+ 집중캠프,한양대학교,서비스기획,한양대학교 AI·D 30+ 집중캠프 사업,AI 기반 서비스디자인 실전 워크숍,4회: 9.28 – 11.28,
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),8.24~8.29 (1회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),8.31~9.5 (2회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),9.7~9.12 (3회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),10.12~10.17 (4회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),10.19~10.24 (5회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),10.26~10.31 (6회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),11.9~11.14 (7회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 읽고 쓰고 만들기: 문해력 향상과 콘텐츠 실습 (Gemini 활용),11.16~11.21 (8회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),8.24~8.29 (1회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),8.31~9.5 (2회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),9.7~9.12 (3회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),10.12~10.17 (4회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),10.19~10.24 (5회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),10.26~10.31 (6회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),11.9~11.14 (7회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI 사무자동화: 안전하고 효율적인 업무 활용(Gemini·NotebookLM 활용),11.16~11.21 (8회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),8.24~8.29 (1회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),8.31~9.5 (2회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),9.7~9.12 (3회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),10.12~10.17 (4회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),10.19~10.24 (5회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),10.26~10.31 (6회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),11.9~11.14 (7회차),
AID 30+ 집중캠프,홍익대학교,디자인,생성형 AI 실무 활용 과정,AI로 만드는 비주얼 콘텐츠: 이미지·문서 제작 실습(Gemini 활용),11.16~11.21 (8회차),
